UI_20150317_000105	{@st59b}Макрос {nl} {@st59s} - Как использовать: {nl} 1. Перетащите значок жеста в нижнюю ячейку. {nl} 2. Напишите вашу фразу и сохраните. {nl} 3. Используйте "быструю" клавишу для отображения жеста и фразы одновременно. {/}
UI_20150317_000106	{@st59}Закрыть макрос{/}
UI_20150317_000107	{@st41b}Сохранить{/}
UI_20150317_000108	{@st59}Сохранить изменения{/}
UI_20150317_000109	{@st41b}Отмена{/}
UI_20150317_000110	{@st59}Отменить изменения{/}
UI_20150317_000111	{@st42}Настройка чата
UI_20150317_000112	{@st42}Прозрачность
UI_20150317_000113	Показать чат в кружке
UI_20150317_000114	Показывать "Мир" в {nl}верхней части экрана
UI_20150317_000115	{@st43}Список чатов{/}
UI_20150317_000116	{@st42b}Предмет{/}
UI_20150317_000117	{@st42b}Монстр{/}
UI_20150317_000118	{@st42b}Переместить карту{/}
UI_20150317_000119	{@st42b}Боевой порядок{/}
UI_20150317_000120	{@st41b}Закрыть{/}
UI_20150317_000121	{s16}{b}Создание предмета, нажмите кнопку Создать или двойное нажатие мыши.
UI_20150317_000122	{s16}{b}шт.
UI_20150317_000123	{s16}{b}Ур.
UI_20150317_000124	{@st41b}Поиск{/}
UI_20150317_000125	{s16}{b}Призвать монстров, нажмите кнопку Создать или двойное нажатие мыши.
UI_20150317_000126	{s16}{b}шт.
UI_20150317_000127	{s16}{b}Выберите нужную область.
UI_20150317_000128	{s18}{b}Показать мини карту{/}
UI_20150317_000129	{@st41b}Список инструментов{/}
UI_20150317_000130	{@st59b}Колекция {nl}{@st59s} - Если вы находите колекционные предметы, они могут быть сохранены в колекционный журнал. {nl} - Вы можете активировать колекции для получения эффекта. {nl} {/}
UI_20150317_000131	{@st59}Закрыть информацию о колекции{/}
UI_20150317_000132	{@st43}Колекция{/}
UI_20150317_000133	{@st43}Цвет узора{/}
UI_20150317_000134	{@st49}Цвет узора{/}
UI_20150317_000135	{@st49}Цвет{/}
UI_20150317_000136	{@st49}Остаток{/}
UI_20150317_000137	{@st49}Кисть{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Рисовать{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Сохранить{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Импорт{/}{/}
UI_20150317_000141	{@st49}Закрыть{/}
UI_20150317_000142	{@st43}Завести питомца
UI_20150317_000143	{@st59}Введите имя вашего нового питомца {/}
UI_20150317_000144	{@st41b}Имя{/}
UI_20150317_000145	{@st41b}Цена %s{/}
UI_20150317_000146	{@st59}Закрыть окно{/}
UI_20150317_000147	{@st41b}Завести
UI_20150317_000148	{@st59}Подтвердить{/}
UI_20150317_000149	{@st43}Магазин Питомцев
UI_20150317_000150	{@st59}Закрыть магазин питомцев{/}
UI_20150317_000151	{@st43}Информация о персонаже{/}{@st42}
UI_20150317_000152	{@st59}Закрыть информацию о персонаже{/}
UI_20150317_000153	{@st41b}Информация
UI_20150317_000154	{@st41b}Запись
UI_20150317_000155	Название команды
UI_20150317_000156	Имя персонажа
UI_20150317_000157	Ранг {#ffff00}%s{/} %s Ур. {#ffff00}%s{/}
UI_20150317_000158	Warrior
UI_20150317_000159	Памятка приключений {#ffff00}%s{/} (Ранг{#ffff00}%s{/}/%s)
UI_20150317_000160	Памятка приключений {#ffff00}%s{/} ({#ffff00}Без ранга{/})
UI_20150317_000161	Все достижения : {#ffff00}%s{/}
UI_20150317_000162	Настройки
UI_20150317_000163	Чтобы удалить вкладку, очистите заголовок вкладки.
UI_20150317_000164	{@st49}Все{/}
UI_20150317_000165	{@st49}Система{/}
UI_20150317_000166	{@st49}Общение{/}
UI_20150317_000167	{@st49}Бой{/}
UI_20150317_000168	{@st49}Предметы{/}
UI_20150317_000169	{@st43}Авторы{/}
UI_20150317_000170	{@st43}Заблокировать настройки Цели {/}
UI_20150317_000171	Имя NPC
UI_20150317_000172	Сравнить
UI_20150317_000173	Иллюстрация
UI_20150317_000174	Выбрать разговор
UI_20150317_000175	Текстовая помощь
UI_20150317_000176	{@st41}Создание предмета{/}
UI_20150317_000177	{@st45tw2}Создание предмета...
UI_20150317_000178	%r секунд
UI_20150317_000179	{@st41}Отмена{/}
UI_20150317_000180	{@st45tw2}Количество{/}
UI_20150317_000181	{@st45tw2}Вы хотите создать этот предмет?
UI_20150317_000182	{@st41}Подтвердите{/}
UI_20150317_000183	Информация о Квесте
UI_20150317_000184	{@st59}Отмена торговли{/}
UI_20150317_000185	{@st43}Персональная торговля{/}
UI_20150317_000186	Мой торговый список
UI_20150317_000187	Серебро : %s
UI_20150317_000188	Ввод
UI_20150317_000189	{@st41}Принять
UI_20150317_000190	{@st41}Подтвердить
UI_20150317_000191	Торговый список игрока (%s)
UI_20150317_000192	Имя другого игрока
UI_20150317_000193	{s18}{ol} {gr gradation1}Событие{/}
UI_20150317_000194	{s20}{ol}Победить Vubbe Tribe! Хотите присоединиться?
UI_20150317_000195	{s20}{ol}%s Желаете присоединиться?
UI_20150317_000196	{s20}{ol}Участников : (1/5)
UI_20150317_000197	{s20}{ol}Участников : (%s/%s)
UI_20150317_000198	{s20}{ol}Игра начнется через 1 секунду.
UI_20150317_000199	{s20}{ol}Игра начинается через %s секунд.
UI_20150317_000200	Не показывать это больше на сегодня.
UI_20150317_000201	Не показывать события.
UI_20150317_000202	Присоединиться к игре
UI_20150317_000203	Начать игру с другими игроками.
UI_20150317_000204	Отклонить приглашение на игру.
UI_20150317_000205	Предустановленные картинки
UI_20150317_000206	{@st49}Выбрать{/}
UI_20150317_000207	{@st49}Отмена{/}
UI_20150317_000208	{@st49}Удалить{/}
UI_20150317_000209	Введите имя файла для сохранения.
UI_20150317_000210	{@st43}Друзья
UI_20150317_000211	{@st59}Закрыть{/}
UI_20150317_000212	{@st59b}Друзья {nl} {@st59s} - Подружитесь с другими игроками {nl} - Перейдите в Список Друзей, чтобы проверить их статус {nl} - Во вкладке Управления Вы можете: пригласить, отклонить, заблокировать друга. {/}
UI_20150317_000213	{@st41b}Показать онлайн{/}
UI_20150317_000214	{@st41b}Список
UI_20150317_000215	{@st41b}Управление
UI_20150317_000216	{@st41b}Добавить в Друзья
UI_20150317_000217	{@st41b}Заблокировать
UI_20150317_000218	{@st59}Поиск{/}
UI_20150317_000219	{@st44}Гильдия{/}
UI_20150317_000220	Гильдия
UI_20150317_000221	Список
UI_20150317_000222	Новости
UI_20150317_000223	Миссия гильдии
UI_20150317_000224	Участники в сети
UI_20150317_000225	{@st44}Создать гильдию{/}
UI_20150317_000226	{@st42}Создать{/}
UI_20150317_000227	{@st42}Закрыть{/}
UI_20150317_000228	{@st42}Все{/}
UI_20150317_000229	{@st42}Сегодняшний Рейтинг{/}
UI_20150317_000230	{@st42}Еженедельный Рейтинг{/}
UI_20150317_000231	{@st56}Ранг {/}
UI_20150317_000232	{@st56}Очки{/}
UI_20150317_000233	{@st56}Класс{/}
UI_20150317_000234	{@st56}Имя {/}
UI_20150317_000235	Предыдущая страница
UI_20150317_000236	Следующая страница
UI_20150317_000237	{@st42}Поиск по ID{/}
UI_20150317_000238	Введите ID для поиска
UI_20150317_000239	Закрыть Зал славы
UI_20150317_000240	Введите ID для поиска
UI_20150317_000241	{@st59}Выносливость {/}
UI_20150317_000242	{@st43}Справка{/}
UI_20150317_000243	{@st59}Закрыть{/}
UI_20150317_000244	{@st59b}Справка {nl} {@st59s}- Если вам нужна помощь, вы всегда можете прочитать справку {nl} - Выберите тему, чтобы просмотреть дополнительную информацию о ней. {/}
UI_20150317_000245	{@st43}{s22}Помощь{/}
UI_20150317_000246	{@st47_b}{b}Темы справки{/}
UI_20150317_000247	{@st42b}Содержание справки{/}
UI_20150317_000248	{@st59}Показать детали{/}
UI_20150317_000249	Пожалуйста, введите количество:
UI_20150317_000250	{@st59}Введите содержимое{/}
UI_20150317_000251	{@st41b}Подтвердить
UI_20150317_000252	{@st59}Подтвердить {/}
UI_20150317_000253	{@st41b}Закрыть
UI_20150317_000254	{@st59}Отмена {/}
UI_20150317_000255	{@st43}Перемещение{/}
UI_20150317_000256	{@st59}Закрыть{/}
UI_20150317_000257	{@st59b}Перемещение{nl}{@st59s} - Позволяет быстро добраться до регионов, которые вы уже посетили. {nl} - Функция активна, когда две или более статуй перемещения доступны. {nl} {/}
UI_20150317_000258	{@st41}Текущее местоположение : %s{/}
UI_20150317_000259	{@st43}{s22}Перемещение{/}
UI_20150317_000260	{@st41b}Вы хотите переместиться в эту область?{/}
UI_20150317_000261	Что насчет Siauliai
UI_20150317_000262	Требуется монет : 0
UI_20150317_000263	Вступление
UI_20150317_000264	{@st43}Инвентарь{/}
UI_20150317_000265	{@st59}Закрыть{/}
UI_20150317_000266	{@st59b}Снаряжение {nl} {@st59s}- Причёска/Костюм: одевается для изменения внешности персонажа {nl} - Оружие: Можно использовать одноручное или двуручное оружие {nl} (суб-оружие/щит может экипироваться с одноручным оружием) {nl} - Броня: Тело, Поножи, Перчатки, Обувь {nl} - Аксессуары: Можно носить 1 ожерелье и 2 браслета {nl} {/}
UI_20150317_000267	{@st59}Аксессуар для головы 1{/}
UI_20150317_000268	{@st59}Аксессуар для головы 2{/}
UI_20150317_000269	{@st59}Ожерелье{/}
UI_20150317_000270	{@st59}Костюм{/}
UI_20150317_000271	{@st59}Верх{/}
UI_20150317_000272	{@st59}Перчатки{/}
UI_20150317_000273	{@st59}Низ{/}
UI_20150317_000274	{@st59}Обувь{/}
UI_20150317_000275	{@st59}Осн. оружие{/}
UI_20150317_000276	{@st59}Доп.оружие{/}
UI_20150317_000277	{@st59}Браслет 1{/}
UI_20150317_000278	{@st59}Браслет 2{/}
UI_20150317_000279	{@st59}Повязка{/}
UI_20150317_000280	{@st59}Поиск{/}
UI_20150317_000281	Вес
UI_20150317_000282	{@st43}Баф от снаряжения{/}
UI_20150317_000283	{@st59}Закрыть{/}
UI_20150317_000284	{@st42}Баф может быть применён
UI_20150317_000285	{@st42}Расходует{/}
UI_20150317_000286	{@st42}Бег
UI_20150317_000287	{@st42}Выбранный предмет{/}
UI_20150317_000288	{@st59}Кольцо 1{/}
UI_20150317_000289	{@st43}Создание предмета{/}
UI_20150317_000290	{@st42b}Показать только доступные рецепты{/}
UI_20150317_000291	{@st59}Закрыть{/}
UI_20150317_000292	{@st43}{s22}Разделить предметы
UI_20150317_000293	{@st59}Введите количество{/}
UI_20150317_000294	Полоска HP монстра
UI_20150317_000295	{@st44}Приобретенный комплект{/}
UI_20150317_000296	Клавиатура Warrior
UI_20150317_000297	Убийств
UI_20150317_000298	99 минут 99 секунд
UI_20150317_000299	38000 очков
UI_20150317_000300	Улучшенное зелье скорости
UI_20150317_000301	{@st41}Подтверждение{/}
UI_20150317_000302	{@st59b} Журнал приключений {nl}{@st59s}- Прогресс игры записывается в журнале приключений. {nl} - Продвижение в журнале происходит за счет: предметов, монстров, создания вещей, карт, игрового прогресса. {nl} - Продвижение по журналу : Сумма всех критериев. {nl} - Персонаж: 5 очков за уровень и уровень класса. {nl} - Предметы : Обмундирование: Уровень X 10 очков, Книги : 10 очков, Другое : 1 очко. {nl} - Монстры : 10 очков за монстра (Босс: 50 очков). {nl} - Карта : 1 очко каждые 10%. {nl} - Задания: 1 очко за задание. {nl} - Достижения: Зависит от достижения. {nl} - Создание предметов : 10 очков. {nl} - Коллекции : Кусочек пазла: 5 очков, когда собран: 45 очков. {nl} - Получайте особые награды у NPC, в зависимости от продвижения в журнале {/}
UI_20150317_000303	{@sti7}{s22}{ds}Достижения{/}
UI_20150317_000304	{@st42b}{#22FF22} Топ 10% / %s Очков{/}
UI_20150317_000305	{@st42b} Среднее / %s Очков {/}
UI_20150317_000306	1-й / %s чков
UI_20150317_000307	Ранг %s
UI_20150317_000308	%s Очков
UI_20150317_000309	Профессия
UI_20150317_000310	Команда
UI_20150317_000311	{@st59}Закрыть{/}
UI_20150317_000312	{@st43}Рейтинг журнала приключений{/}
UI_20150317_000313	{@st43}{s22}Ранг
UI_20150317_000314	{@st43}{s22}Имя
UI_20150317_000315	{@st43}{s22}Очки
UI_20150317_000316	{@st41}Детали{/}
UI_20150317_000317	{@st43}Начать создание{/}
UI_20150317_000318	{@st59}Начать создание предмета.{/}
UI_20150317_000319	{@st44}Клавиатура{/}
UI_20150317_000320	{@st42}Лимит времени
UI_20150317_000321	{@st56}Убийство{/}
UI_20150317_000322	{@st56}Супер Убийство{/}
UI_20150317_000323	{@st56}Выстрел{/}
UI_20150317_000324	{@st56}Смерть{/}
UI_20150317_000325	Сила заклинания
UI_20150317_000326	Защита
UI_20150317_000327	Магическое сопротивление
UI_20150317_000328	Шанс критического удара
UI_20150317_000329	{@st43}Слот{/}
UI_20150317_000330	{@st59}Закрыть{/}
UI_20150317_000331	Пожалуйста, вставьте свои товары
UI_20150317_000332	Потенциал
UI_20150317_000333	Стоимость дополнительного слота : {#ff9933}%s{/}{nl}Стоимость извлечения драгоценного камня : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Добавить слот
UI_20150317_000335	{@st41b}Извлечь камень
UI_20150317_000336	{@st41}Создать{/}
UI_20150317_000337	{@st41}%s %s шт
UI_20150317_000338	Карта местности
UI_20150317_000339	Местность разведана : 95.5%
UI_20150317_000340	{@st45tw}Местность разведана %s% {/}
UI_20150317_000341	{@st59}Закрыть{/}
UI_20150317_000342	{@st41}Карта{/}
UI_20150317_000343	Shift(стереть), Ctrl(заполнить середину)
UI_20150317_000344	{ol}Титул
UI_20150317_000345	{@st41}Добавить{/}
UI_20150317_000346	{@st41}Удалить{/}
UI_20150317_000347	{@st41}Сохранить{/}
UI_20150317_000348	{@st41}Автоматически{/}
UI_20150317_000349	{@st41}Сброс{/}
UI_20150317_000350	{@st59}Указать количество.{/}
UI_20150317_000351	{ol}Группа
UI_20150317_000352	{ol}Сообщение
UI_20150317_000353	{ol}Звук
UI_20150317_000354	{@st41}Создать миникарту{/}
UI_20150317_000355	{@st55}Карта местности
UI_20150317_000356	{@st43}{s22}Рынок{/}
UI_20150317_000357	{@st43}{s24}Аукцион{/}
UI_20150317_000358	{@st42b}Фильтр{/}
UI_20150317_000359	{@st42b}Тип{/}
UI_20150317_000360	{@st42b}Рек. ур.{/}
UI_20150317_000361	{@st42b}Высокий ур.{/}
UI_20150317_000362	{@st42b}Имя
UI_20150317_000363	{@st41b}Вернуть %s
UI_20150317_000364	{@st41b}Продать
UI_20150317_000365	{@st41b}Поиск
UI_20150317_000366	{@st59}Закрыть аукцион{/}
UI_20150317_000367	{@st42b}Сортировать
UI_20150317_000368	{@st41b}Купить
UI_20150317_000369	{@st43}{s22}Вернуть
UI_20150317_000370	{@st41b}Забрать все
UI_20150317_000371	{@st41b}Вернуть
UI_20150317_000372	{@st43}{s22}Продать
UI_20150317_000373	{@st42b}Количество
UI_20150317_000374	{@st42b}Цена
UI_20150317_000375	{@st42b}Скрыть имя продавца{/}
UI_20150317_000376	{@st41b}Добавить
UI_20150317_000377	Siege Coin
UI_20150317_000378	Кто-то был убит кем-то
UI_20150317_000379	{@st43}Мини-игры{/}
UI_20150317_000380	{@st49}Fire Catapult{/}
UI_20150317_000381	{@st44}Control directions{/}
UI_20150317_000382	{@st44}Огонь{/}
UI_20150317_000383	Мини-игра
UI_20150317_000384	{s18}{ol}{gr gradation1}Мини-игра Прятки{/}
UI_20150317_000385	{s16}Вы желаете присоединиться к мини-игре?
UI_20150317_000386	{s16}Участников: (0/5)
UI_20150317_000387	{s16}Участников: (%s /%s)
UI_20150317_000388	{s16}Игра начнется через 1 секунду.
UI_20150317_000389	{s16}Игра начнется через %s секунд.
UI_20150317_000390	{@st59}Приблизить{/}
UI_20150317_000391	{@st59}Отдалить{/}
UI_20150317_000392	{@st59}Карта (M){/}
UI_20150317_000393	{@st42b} Карта местности
UI_20150317_000394	{@st44}Синтезация предмета{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Пожалуйста, выберите предмет, который хотите создать{/}{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Перенесите ингридиенты в ячейку
UI_20150317_000397	{@st42}Создать{/}
UI_20150317_000398	{@st42} Отмена{/}
UI_20150317_000399	Информация об %s
UI_20150317_000400	Kepa или ...
UI_20150317_000401	{@st41}{Детали}
UI_20150317_000402	{s20}{#050505}Описание Монстра Описание Монстра Описание Монстра Описание Монстра
UI_20150317_000403	{@st41} Убить {/}
UI_20150317_000404	{@st41} Супер Убийство {/}
UI_20150317_000405	{@st41} Обычное Убийство {/}
UI_20150317_000406	{@st41} Местность {/}
UI_20150317_000407	{@st41} Предмет {/}
UI_20150317_000408	{@st41} Достижения {/}
UI_20150317_000409	Объект
UI_20150317_000410	{@st43}Некрономикон{/}
UI_20150317_000411	{@st59}Закрыть Некрономикон UI{/}
UI_20150317_000412	{@st59}Я слишком ленив, что бы думать.{/}
UI_20150317_000413	Призыв существа : {#ffcc33}%s{/}
UI_20150317_000414	Undead Harpy
UI_20150317_000415	Умение: %s
UI_20150317_000416	Умение 1, Умение 2
UI_20150317_000417	Нужно фрагментов : %s
UI_20150317_000418	Животные 60 / Насекомые 20/ Мутанты 10
UI_20150317_000419	Количество фрагментов
UI_20150317_000420	Часть 1
UI_20150317_000421	Часть 2
UI_20150317_000422	Часть 3
UI_20150317_000423	Поздравляем! Ваш уровень повышен.
UI_20150317_000424	Item Alarm
UI_20150317_000425	{@st64}Детали{/}
UI_20150317_000426	Как Играть
UI_20150317_000427	{@st42b} Перемещайте персонажа вниз, вверх, вправо, влево.{/}
UI_20150317_000428	{@st42b} Использовать{nl}обычную атаку{/}
UI_20150317_000429	{@st42b} Подпрыгнуть{/}
UI_20150317_000430	{@st42b} Используйте две клавиши, {nl} чтобы двигаться по диагонали{/}
UI_20150317_000431	Инструмент "Туман Войны"
UI_20150317_000432	Инструмент для убийства монстров
UI_20150317_000433	Инструмент для создания мини-карты
UI_20150317_000434	Инструмент диалога
UI_20150317_000435	{@st43}GM настройки{/}
UI_20150317_000436	{@st59}Закрыть информацию о группе{/}
UI_20150317_000437	{@st59b}Информация о группе {nl}{@st59s} - Нажмите клавишу создания Группы в нижней части экрана для того что бы создать группу {nl} - Щелкните правой кнопкой мыши по другому игроку для приглашения в группу {nl} - Изменение параметров группы с помощью вкладки настройки группы {nl} - Применить условия для поиска членов группы из общих групп {/}
UI_20150317_000438	{@st43}Информация о группе{/}
UI_20150317_000439	{@st41b}Участники{/}
UI_20150317_000440	{@st41b}События группы {/}
UI_20150317_000441	{@st41b}Настройки{/}
UI_20150317_000442	{@st41}Участники{/}
UI_20150317_000443	{@st41}Условия для вступления в группу
UI_20150317_000444	{@st41b}Публичные
UI_20150317_000445	{@st41b}Личные
UI_20150317_000446	Рекомендуемый уровень~                           
UI_20150317_000447	{@st41}Распределение предметов
UI_20150317_000448	{@st41b}Каждому своё
UI_20150317_000449	{@st41b}По порядку
UI_20150317_000450	{@st41b}Случайно
UI_20150317_000451	{@st41}Распределение опыта
UI_20150317_000452	{@st41b}Индивидуальный опыт
UI_20150317_000453	{@st41b}Поровну опыт
UI_20150317_000454	{@st41b}В зависимости от ур.
UI_20150317_000455	{@st41}Поделиться Квестом
UI_20150317_000456	{@st41b}Активировать
UI_20150317_000457	{@st41b}Отключить
UI_20150317_000458	{@st41b}Создать пати
UI_20150317_000459	{@st43}Публичный список групп {/}
UI_20150317_000460	{@st59b}Список групп {nl}{@st59s} - Поиск группы, в которую хотите вступить {nl} - Используйте настройки условий для поиска группы, в которую хотите вступить {/}
UI_20150317_000461	{@st59}Закрыть список групп{/}
UI_20150317_000462	Поиск
UI_20150317_000463	Пoдeлитьcя
UI_20150317_000464	Опыт
UI_20150317_000465	Вещи
UI_20150317_000466	{@st43}Пригласить
UI_20150317_000467	{@st41b}Пригласить{/}
UI_20150317_000468	{s18}{ol}{gr gradation1}Logout PC rules{/}
UI_20150317_000469	{ol}Действие для применения правил
UI_20150317_000470	{ol}Действие для применения правил
UI_20150317_000471	Введите название для правила
UI_20150317_000472	{Gr gradation1}Регистрация{/}
UI_20150317_000473	Правила регистрации
UI_20150317_000474	{Gr gradation1}Отмена{/}
UI_20150317_000475	Отменить действие
UI_20150317_000476	{@st43}Информация о Питомце
UI_20150317_000477	{@st59b}Информация о питомце {nl} {@st59s} - Вы можете настроить питомца для режима отдыха {nl} - Вы можете настроить атрибуты и вещи вашего питомца. {/}
UI_20150317_000478	{@st59}Закрыть Информацию о Питомце{/}
UI_20150317_000479	{@st41b}Имя: {@sti9}%s{/}
UI_20150317_000480	{@sti9}%s{@st41b}Близость : {@sti9}%s {@st41b}Уровень{/}
UI_20150317_000481	{@st41b}Опыт{/}
UI_20150317_000482	{@st41b}Выносливость{/}
UI_20150317_000483	{@st41b}Близость{/}
UI_20150317_000484	{@st41b}Атрибуты и Информация
UI_20150317_000485	{@st43}Питомец{/}
UI_20150317_000486	{@st59b}Питомец {nl} {@st59s} - Нажмите на предмет в списке для просмотра деталей {/}
UI_20150317_000487	{@st59}Закрыть Окно Питомца{/}
UI_20150317_000488	{@st59}Закрыть Окно Справки{/}
UI_20150317_000489	{@st59}Справка{nl} - Просмотреть детали и советы. {nl} - Посмотреть другие темы справки{/}
UI_20150317_000490	{@st43}Справка{/}
UI_20150317_000491	Разделы Справки
UI_20150317_000492	{ol}{#AAAA00}{s16}Прошло времени : %s
UI_20150317_000493	{@st43}Горшок яда{/}
UI_20150317_000494	{@st59}Закрыть
UI_20150317_000495	{@st59}Необходимо написать{/}
UI_20150317_000496	Количество яда: %s
UI_20150317_000497	Предметы, которые могу быть использованы для создания яда
UI_20150317_000498	Всё
UI_20150317_000499	Нажмите еще раз, чтобы отменить все выделенное
UI_20150317_000500	Создание
UI_20150317_000501	Мешаем, мешаем, смешиваем и перемешиваем
UI_20150317_000502	{@st43}Категория{/}
UI_20150317_000503	{@st43}Я{/}
UI_20150317_000504	{@st43}Цель{/}
UI_20150317_000505	{@st43}Уровень{/}
UI_20150317_000506	{@st43}Средства{/}
UI_20150317_000507	{@st43}Рейтинг{/}
UI_20150317_000508	{@st43}Рейтинг побед/поражений в PvP{/}
UI_20150317_000509	{@st59}Закрыть{/}
UI_20150317_000510	{@sti5}Общая сумма покупки: %s{/}
UI_20150317_000511	{@sti5}Итого : %s{/}
UI_20150317_000512	{@st41b}Купить
UI_20150317_000513	{@st43}Накопите материалы для Изготовления предмета!
